"","symbol_hs","symbol_mm","symbol_hs_mm"
"12118","ZNF420","Zfp780b","ZNF420_Zfp780b"
"12119","ZNF383","Zfp383","ZNF383_Zfp383"
"12120","ZNF569","Zfp74","ZNF569_Zfp74"
"12121","ZNF570","Zfp39","ZNF570_Zfp39"
"12122","ZFP30","Zfp30","ZFP30_Zfp30"
"12123","SIPA1L3","Sipa1l3","SIPA1L3_Sipa1l3"
"12124","DPF1","Dpf1","DPF1_Dpf1"
"12125","SPINT2","Spint2","SPINT2_Spint2"
"12126","PPP1R14A","Ppp1r14a","PPP1R14A_Ppp1r14a"
"12127","YIF1B","Yif1b","YIF1B_Yif1b"
"12128","C19orf33","2200002D01Rik","C19orf33_2200002D01Rik"
"12129","KCNK6","Kcnk6","KCNK6_Kcnk6"
"12130","PSMD8","Psmd8","PSMD8_Psmd8"
"12131","GGN","Ggn","GGN_Ggn"
"12132","SPRED3","Spred3","SPRED3_Spred3"
"12133","FAM98C","Fam98c","FAM98C_Fam98c"
"12134","RASGRP4","Rasgrp4","RASGRP4_Rasgrp4"
"12135","RYR1","Ryr1","RYR1_Ryr1"
"12136","MAP4K1","Map4k1","MAP4K1_Map4k1"
"12137","EIF3K","Eif3k","EIF3K_Eif3k"
"12138","ACTN4","Actn4","ACTN4_Actn4"
"12139","CAPN12","Capn12","CAPN12_Capn12"
"12140","LGALS4","Lgals4","LGALS4_Lgals4"
"12141","ECH1","Ech1","ECH1_Ech1"
"12142","HNRNPL","Hnrnpl","HNRNPL_Hnrnpl"
"12143","RINL","Rinl","RINL_Rinl"
"12144","SIRT2","Sirt2","SIRT2_Sirt2"
"12145","NFKBIB","Nfkbib","NFKBIB_Nfkbib"
"12146","CCER2","Ccer2","CCER2_Ccer2"
"12147","SARS2","Sars2","SARS2_Sars2"
"12148","MRPS12","Mrps12","MRPS12_Mrps12"
"12149","FBXO17","Fbxo17","FBXO17_Fbxo17"
"12150","FBXO27","Fbxo27","FBXO27_Fbxo27"
"12151","PAK4","Pak4","PAK4_Pak4"
"12152","NCCRP1","Nccrp1","NCCRP1_Nccrp1"
"12153","LRFN1","Lrfn1","LRFN1_Lrfn1"
"12154","GMFG","Gmfg","GMFG_Gmfg"
"12155","SAMD4B","Samd4b","SAMD4B_Samd4b"
"12156","PAF1","Paf1","PAF1_Paf1"
"12157","MED29","Med29","MED29_Med29"
"12158","ZFP36","Zfp36","ZFP36_Zfp36"
"12159","PLEKHG2","Plekhg2","PLEKHG2_Plekhg2"
"12160","SUPT5H","Supt5","SUPT5H_Supt5"
"12161","TIMM50","Timm50","TIMM50_Timm50"
"12162","EID2B","Eid2b","EID2B_Eid2b"
"12163","EID2","Eid2","EID2_Eid2"
"12164","DYRK1B","Dyrk1b","DYRK1B_Dyrk1b"
"12165","FBL","Fbl","FBL_Fbl"
"12166","PSMC4","Psmc4","PSMC4_Psmc4"
"12167","MAP3K10","Map3k10","MAP3K10_Map3k10"
"12168","AKT2","Akt2","AKT2_Akt2"
"12169","C19orf47","2310022A10Rik","C19orf47_2310022A10Rik"
"12170","PLD3","Pld3","PLD3_Pld3"
"12171","PRX","Prx","PRX_Prx"
"12172","SERTAD1","Sertad1","SERTAD1_Sertad1"
"12173","SERTAD3","Sertad3","SERTAD3_Sertad3"
"12174","BLVRB","Blvrb","BLVRB_Blvrb"
"12175","SPTBN4","Sptbn4","SPTBN4_Sptbn4"
"12176","SHKBP1","Shkbp1","SHKBP1_Shkbp1"
"12177","LTBP4","Ltbp4","LTBP4_Ltbp4"
"12178","NUMBL","Numbl","NUMBL_Numbl"
"12179","COQ8B","Coq8b","COQ8B_Coq8b"
"12180","ITPKC","Itpkc","ITPKC_Itpkc"
"12181","C19orf54","BC024978","C19orf54_BC024978"
"12182","SNRPA","Snrpa","SNRPA_Snrpa"
"12183","MIA","Mia","MIA_Mia"
"12184","RAB4B","Rab4b","RAB4B_Rab4b"
"12185","EGLN2","Egln2","EGLN2_Egln2"
"12186","CYP2F1","Cyp2f2","CYP2F1_Cyp2f2"
"12187","CYP2S1","Cyp2s1","CYP2S1_Cyp2s1"
"12188","AXL","Axl","AXL_Axl"
"12189","HNRNPUL1","Hnrnpul1","HNRNPUL1_Hnrnpul1"
"12190","TGFB1","Tgfb1","TGFB1_Tgfb1"
"12191","CCDC97","Ccdc97","CCDC97_Ccdc97"
"12192","TMEM91","Tmem91","TMEM91_Tmem91"
"12193","B9D2","B9d2","B9D2_B9d2"
"12194","EXOSC5","Exosc5","EXOSC5_Exosc5"
"12195","BCKDHA","Bckdha","BCKDHA_Bckdha"
"12196","B3GNT8","B3gnt8","B3GNT8_B3gnt8"
"12197","DMAC2","Dmac2","DMAC2_Dmac2"
"12198","CD79A","Cd79a","CD79A_Cd79a"
"12199","ARHGEF1","Arhgef1","ARHGEF1_Arhgef1"
"12200","RABAC1","Rabac1","RABAC1_Rabac1"
"12201","ATP1A3","Atp1a3","ATP1A3_Atp1a3"
"12202","GRIK5","Grik5","GRIK5_Grik5"
"12203","ZNF574","Zfp574","ZNF574_Zfp574"
"12204","POU2F2","Pou2f2","POU2F2_Pou2f2"
"12205","DEDD2","Dedd2","DEDD2_Dedd2"
"12206","ZNF526","Zfp526","ZNF526_Zfp526"
"12207","GSK3A","Gsk3a","GSK3A_Gsk3a"
"12208","ERF","Erf","ERF_Erf"
"12209","CIC","Cic","CIC_Cic"
"12210","PAFAH1B3","Pafah1b3","PAFAH1B3_Pafah1b3"
"12211","PRR19","Prr19","PRR19_Prr19"
"12212","MEGF8","Megf8","MEGF8_Megf8"
"12213","CNFN","Cnfn","CNFN_Cnfn"
"12214","LIPE","Lipe","LIPE_Lipe"
"12215","CXCL17","Cxcl17","CXCL17_Cxcl17"
"12216","LYPD3","Lypd3","LYPD3_Lypd3"
"12217","PHLDB3","Phldb3","PHLDB3_Phldb3"
"12218","ETHE1","Ethe1","ETHE1_Ethe1"
"12219","ZNF575","Zfp575","ZNF575_Zfp575"
"12220","XRCC1","Xrcc1","XRCC1_Xrcc1"
"12221","PINLYP","Pinlyp","PINLYP_Pinlyp"
"12222","IRGQ","Irgq","IRGQ_Irgq"
"12223","ZNF428","Zfp428","ZNF428_Zfp428"
"12224","CADM4","Cadm4","CADM4_Cadm4"
"12225","PLAUR","Plaur","PLAUR_Plaur"
"12226","SMG9","Smg9","SMG9_Smg9"
"12227","KCNN4","Kcnn4","KCNN4_Kcnn4"
"12228","LYPD5","Lypd5","LYPD5_Lypd5"
"12229","ZNF45","Zfp94","ZNF45_Zfp94"
"12230","ZNF226","Zfp61","ZNF226_Zfp61"
"12231","ZNF112","Zfp111","ZNF112_Zfp111"
"12232","ZNF180","Zfp180","ZNF180_Zfp180"
"12233","PVR","Pvr","PVR_Pvr"
"12234","CEACAM19","Ceacam19","CEACAM19_Ceacam19"
"12235","BCL3","Bcl3","BCL3_Bcl3"
"12236","CBLC","Cblc","CBLC_Cblc"
"12237","BCAM","Bcam","BCAM_Bcam"
"12238","NECTIN2","Nectin2","NECTIN2_Nectin2"
"12239","TOMM40","Tomm40","TOMM40_Tomm40"
"12240","APOE","Apoe","APOE_Apoe"
"12241","APOC1","Apoc1","APOC1_Apoc1"
"12242","APOC4","Apoc4","APOC4_Apoc4"
"12243","APOC2","Apoc2","APOC2_Apoc2"
"12244","CLPTM1","Clptm1","CLPTM1_Clptm1"
"12245","RELB","Relb","RELB_Relb"
"12246","CLASRP","Clasrp","CLASRP_Clasrp"
"12247","ZNF296","Zfp296","ZNF296_Zfp296"
"12248","GEMIN7","Gemin7","GEMIN7_Gemin7"
"12249","MARK4","Mark4","MARK4_Mark4"
"12250","PPP1R37","Ppp1r37","PPP1R37_Ppp1r37"
"12251","TRAPPC6A","Trappc6a","TRAPPC6A_Trappc6a"
"12252","BLOC1S3","Bloc1s3","BLOC1S3_Bloc1s3"
"12253","EXOC3L2","Exoc3l2","EXOC3L2_Exoc3l2"
"12254","CKM","Ckm","CKM_Ckm"
"12255","KLC3","Klc3","KLC3_Klc3"
"12256","ERCC2","Ercc2","ERCC2_Ercc2"
"12257","PPP1R13L","Ppp1r13l","PPP1R13L_Ppp1r13l"
"12258","ERCC1","Ercc1","ERCC1_Ercc1"
"12259","FOSB","Fosb","FOSB_Fosb"
"12260","RTN2","Rtn2","RTN2_Rtn2"
"12261","PPM1N","Ppm1n","PPM1N_Ppm1n"
"12262","VASP","Vasp","VASP_Vasp"
"12263","OPA3","Opa3","OPA3_Opa3"
"12264","GPR4","Gpr4","GPR4_Gpr4"
"12265","EML2","Eml2","EML2_Eml2"
"12266","GIPR","Gipr","GIPR_Gipr"
"12267","SNRPD2","Snrpd2","SNRPD2_Snrpd2"
"12268","QPCTL","Qpctl","QPCTL_Qpctl"
"12269","FBXO46","Fbxo46","FBXO46_Fbxo46"
"12270","SIX5","Six5","SIX5_Six5"
"12271","DMPK","Dmpk","DMPK_Dmpk"
"12272","DMWD","Dmwd","DMWD_Dmwd"
"12273","SYMPK","Sympk","SYMPK_Sympk"
"12274","FOXA3","Foxa3","FOXA3_Foxa3"
"12275","IRF2BP1","Irf2bp1","IRF2BP1_Irf2bp1"
"12276","MYPOP","Mypop","MYPOP_Mypop"
"12277","NOVA2","Nova2","NOVA2_Nova2"
"12278","CCDC61","Ccdc61","CCDC61_Ccdc61"
"12279","PGLYRP1","Pglyrp1","PGLYRP1_Pglyrp1"
"12280","HIF3A","Hif3a","HIF3A_Hif3a"
"12281","PPP5C","Ppp5c","PPP5C_Ppp5c"
"12282","CCDC8","Ccdc8","CCDC8_Ccdc8"
"12283","PNMA8C","Pnma8c","PNMA8C_Pnma8c"
"12284","PNMA8A","Pnma8a","PNMA8A_Pnma8a"
"12285","PNMA8B","Pnma8b","PNMA8B_Pnma8b"
"12286","PTGIR","Ptgir","PTGIR_Ptgir"
"12287","GNG8","Gng8","GNG8_Gng8"
"12288","DACT3","Dact3","DACT3_Dact3"
"12289","PRKD2","Prkd2","PRKD2_Prkd2"
"12290","STRN4","Strn4","STRN4_Strn4"
"12291","FKRP","Fkrp","FKRP_Fkrp"
"12292","SLC1A5","Slc1a5","SLC1A5_Slc1a5"
"12293","AP2S1","Ap2s1","AP2S1_Ap2s1"
"12294","ARHGAP35","Arhgap35","ARHGAP35_Arhgap35"
"12295","NPAS1","Npas1","NPAS1_Npas1"
"12296","TMEM160","Tmem160","TMEM160_Tmem160"
"12297","ZC3H4","Zc3h4","ZC3H4_Zc3h4"
"12298","SAE1","Sae1","SAE1_Sae1"
"12299","BBC3","Bbc3","BBC3_Bbc3"
"12300","CCDC9","Ccdc9","CCDC9_Ccdc9"
"12301","INAFM1","Inafm1","INAFM1_Inafm1"
"12302","C5AR1","C5ar1","C5AR1_C5ar1"
"12303","C5AR2","C5ar2","C5AR2_C5ar2"
"12304","DHX34","Dhx34","DHX34_Dhx34"
"12305","MEIS3","Meis3","MEIS3_Meis3"
"12306","KPTN","Kptn","KPTN_Kptn"
"12307","NAPA","Napa","NAPA_Napa"
"12308","ZNF541","Zfp541","ZNF541_Zfp541"
"12309","BICRA","Bicra","BICRA_Bicra"
"12310","EHD2","Ehd2","EHD2_Ehd2"
"12311","NOP53","Nop53","NOP53_Nop53"
"12312","SELENOW","Selenow","SELENOW_Selenow"
"12313","PLA2G4C","Pla2g4c","PLA2G4C_Pla2g4c"
"12314","LIG1","Lig1","LIG1_Lig1"
"12315","ZSWIM9","Zswim9","ZSWIM9_Zswim9"
"12316","EMP3","Emp3","EMP3_Emp3"
"12317","TMEM143","Tmem143","TMEM143_Tmem143"
"12318","KDELR1","Kdelr1","KDELR1_Kdelr1"
"12319","GRIN2D","Grin2d","GRIN2D_Grin2d"
"12320","GRWD1","Grwd1","GRWD1_Grwd1"
"12321","KCNJ14","Kcnj14","KCNJ14_Kcnj14"
"12322","CYTH2","Cyth2","CYTH2_Cyth2"
"12323","LMTK3","Lmtk3","LMTK3_Lmtk3"
"12324","SULT2B1","Sult2b1","SULT2B1_Sult2b1"
"12325","FAM83E","Fam83e","FAM83E_Fam83e"
"12326","SPHK2","Sphk2","SPHK2_Sphk2"
"12327","DBP","Dbp","DBP_Dbp"
"12328","CA11","Car11","CA11_Car11"
"12329","NTN5","Ntn5","NTN5_Ntn5"
"12330","MAMSTR","Mamstr","MAMSTR_Mamstr"
"12331","RASIP1","Rasip1","RASIP1_Rasip1"
"12332","FUT1","Fut1","FUT1_Fut1"
"12333","BCAT2","Bcat2","BCAT2_Bcat2"
"12334","HSD17B14","Hsd17b14","HSD17B14_Hsd17b14"
"12335","PLEKHA4","Plekha4","PLEKHA4_Plekha4"
"12336","PPP1R15A","Ppp1r15a","PPP1R15A_Ppp1r15a"
"12337","NUCB1","Nucb1","NUCB1_Nucb1"
"12338","DHDH","Dhdh","DHDH_Dhdh"
"12339","BAX","Bax","BAX_Bax"
"12340","GYS1","Gys1","GYS1_Gys1"
"12341","RUVBL2","Ruvbl2","RUVBL2_Ruvbl2"
"12342","NTF4","Ntf5","NTF4_Ntf5"
"12343","KCNA7","Kcna7","KCNA7_Kcna7"
"12344","SNRNP70","Snrnp70","SNRNP70_Snrnp70"
"12345","LIN7B","Lin7b","LIN7B_Lin7b"
"12346","PPFIA3","Ppfia3","PPFIA3_Ppfia3"
"12347","HRC","Hrc","HRC_Hrc"
"12348","TRPM4","Trpm4","TRPM4_Trpm4"
"12349","SLC6A16","Slc6a16","SLC6A16_Slc6a16"
"12350","CD37","Cd37","CD37_Cd37"
"12351","TEAD2","Tead2","TEAD2_Tead2"
"12352","DKKL1","Dkkl1","DKKL1_Dkkl1"
"12353","SLC17A7","Slc17a7","SLC17A7_Slc17a7"
"12354","PIH1D1","Pih1d1","PIH1D1_Pih1d1"
"12355","ALDH16A1","Aldh16a1","ALDH16A1_Aldh16a1"
"12356","FLT3LG","Flt3l","FLT3LG_Flt3l"
"12357","FCGRT","Fcgrt","FCGRT_Fcgrt"
"12358","RCN3","Rcn3","RCN3_Rcn3"
"12359","NOSIP","Nosip","NOSIP_Nosip"
"12360","PRRG2","Prrg2","PRRG2_Prrg2"
"12361","PRR12","Prr12","PRR12_Prr12"
"12362","RRAS","Rras","RRAS_Rras"
"12363","SCAF1","Scaf1","SCAF1_Scaf1"
"12364","IRF3","Irf3","IRF3_Irf3"
"12365","BCL2L12","Bcl2l12","BCL2L12_Bcl2l12"
"12366","PRMT1","Prmt1","PRMT1_Prmt1"
"12367","CPT1C","Cpt1c","CPT1C_Cpt1c"
"12368","TSKS","Tsks","TSKS_Tsks"
"12369","AP2A1","Ap2a1","AP2A1_Ap2a1"
"12370","FUZ","Fuz","FUZ_Fuz"
"12371","MED25","Med25","MED25_Med25"
"12372","PTOV1","Ptov1","PTOV1_Ptov1"
"12373","PNKP","Pnkp","PNKP_Pnkp"
"12374","AKT1S1","Akt1s1","AKT1S1_Akt1s1"
"12375","TBC1D17","Tbc1d17","TBC1D17_Tbc1d17"
"12376","IL4I1","Il4i1","IL4I1_Il4i1"
"12377","NUP62","Nup62","NUP62_Nup62"
"12378","ATF5","Atf5","ATF5_Atf5"
"12379","VRK3","Vrk3","VRK3_Vrk3"
"12380","ZNF473","Zfp473","ZNF473_Zfp473"
"12381","MYH14","Myh14","MYH14_Myh14"
"12382","KCNC3","Kcnc3","KCNC3_Kcnc3"
"12383","NR1H2","Nr1h2","NR1H2_Nr1h2"
"12384","NAPSA","Napsa","NAPSA_Napsa"
"12385","POLD1","Pold1","POLD1_Pold1"
"12386","SPIB","Spib","SPIB_Spib"
"12387","MYBPC2","Mybpc2","MYBPC2_Mybpc2"
"12388","FAM71E1","Garin5a","FAM71E1_Garin5a"
"12389","EMC10","Emc10","EMC10_Emc10"
"12390","JOSD2","Josd2","JOSD2_Josd2"
"12391","LRRC4B","Lrrc4b","LRRC4B_Lrrc4b"
"12392","C19orf81","1700008O03Rik","C19orf81_1700008O03Rik"
"12393","CLEC11A","Clec11a","CLEC11A_Clec11a"
"12394","KLK4","Klk4","KLK4_Klk4"
"12395","KLK7","Klk7","KLK7_Klk7"
"12396","KLK10","Klk10","KLK10_Klk10"
"12397","KLK11","Klk11","KLK11_Klk11"
"12398","KLK12","Klk12","KLK12_Klk12"
"12399","KLK13","Klk13","KLK13_Klk13"
"12400","CTU1","Ctu1","CTU1_Ctu1"
"12401","VSIG10L","Vsig10l","VSIG10L_Vsig10l"
"12402","ETFB","Etfb","ETFB_Etfb"
"12403","CLDND2","Cldnd2","CLDND2_Cldnd2"
"12404","NKG7","Nkg7","NKG7_Nkg7"
"12405","SPACA6","Spaca6","SPACA6_Spaca6"
"12406","HAS1","Has1","HAS1_Has1"
"12407","FPR1","Fpr1","FPR1_Fpr1"
"12408","PPP2R1A","Ppp2r1a","PPP2R1A_Ppp2r1a"
"12409","ZNF677","Gm28363","ZNF677_Gm28363"
"12410","NLRP12","Nlrp12","NLRP12_Nlrp12"
"12411","MYADM","Myadm","MYADM_Myadm"
"12412","CACNG6","Cacng6","CACNG6_Cacng6"
"12413","OSCAR","Oscar","OSCAR_Oscar"
"12414","NDUFA3","Ndufa3","NDUFA3_Ndufa3"
"12415","TFPT","Tfpt","TFPT_Tfpt"
"12416","PRPF31","Prpf31","PRPF31_Prpf31"
"12417","CNOT3","Cnot3","CNOT3_Cnot3"
"12418","LENG1","Leng1","LENG1_Leng1"
"12419","TMC4","Tmc4","TMC4_Tmc4"
"12420","MBOAT7","Mboat7","MBOAT7_Mboat7"
"12421","TSEN34","Tsen34","TSEN34_Tsen34"
"12422","LAIR1","Lair1","LAIR1_Lair1"
"12423","LENG8","Leng8","LENG8_Leng8"
"12424","LENG9","Leng9","LENG9_Leng9"
"12425","CDC42EP5","Cdc42ep5","CDC42EP5_Cdc42ep5"
"12426","NCR1","Ncr1","NCR1_Ncr1"
"12427","NLRP2","Nlrp2","NLRP2_Nlrp2"
"12428","GP6","Gp6","GP6_Gp6"
"12429","RDH13","Rdh13","RDH13_Rdh13"
"12430","EPS8L1","Eps8l1","EPS8L1_Eps8l1"
"12431","PPP1R12C","Ppp1r12c","PPP1R12C_Ppp1r12c"
"12432","TNNT1","Tnnt1","TNNT1_Tnnt1"
"12433","TNNI3","Tnni3","TNNI3_Tnni3"
"12434","DNAAF3","Dnaaf3","DNAAF3_Dnaaf3"
"12435","TMEM86B","Tmem86b","TMEM86B_Tmem86b"
"12436","PPP6R1","Ppp6r1","PPP6R1_Ppp6r1"
"12437","HSPBP1","Hspbp1","HSPBP1_Hspbp1"
"12438","BRSK1","Brsk1","BRSK1_Brsk1"
"12439","TMEM150B","Tmem150b","TMEM150B_Tmem150b"
"12440","KMT5C","Kmt5c","KMT5C_Kmt5c"
"12441","COX6B2","Cox6b2","COX6B2_Cox6b2"
"12442","IL11","Il11","IL11_Il11"
"12443","TMEM190","Tmem190","TMEM190_Tmem190"
"12444","TMEM238","Tmem238","TMEM238_Tmem238"
"12445","ZNF628","Zfp628","ZNF628_Zfp628"
"12446","NAT14","Nat14","NAT14_Nat14"
"12447","SSC5D","Ssc5d","SSC5D_Ssc5d"
"12448","ZNF579","Zfp579","ZNF579_Zfp579"
"12449","FIZ1","Fiz1","FIZ1_Fiz1"
"12450","ZNF524","Zfp524","ZNF524_Zfp524"
"12451","ZNF865","Zfp865","ZNF865_Zfp865"
"12452","ZNF784","Zfp784","ZNF784_Zfp784"
"12453","ZNF580","Zfp580","ZNF580_Zfp580"
"12454","CCDC106","Ccdc106","CCDC106_Ccdc106"
"12455","U2AF2","U2af2","U2AF2_U2af2"
"12456","EPN1","Epn1","EPN1_Epn1"
"12457","ZNF787","Zfp787","ZNF787_Zfp787"
"12458","ZNF444","Zfp444","ZNF444_Zfp444"
"12459","ZSCAN5A","Zscan5b","ZSCAN5A_Zscan5b"
"12460","EDDM13","Epp13","EDDM13_Epp13"
"12461","ZNF582","Gm3854","ZNF582_Gm3854"
"12462","ZNF583","Zfp583","ZNF583_Zfp583"
"12463","ZNF667","Zfp667","ZNF667_Zfp667"
"12464","ZFP28","Zfp28","ZFP28_Zfp28"
"12465","SMIM17","Smim17","SMIM17_Smim17"
"12466","PEG3","Peg3","PEG3_Peg3"
"12467","AURKC","Aurkc","AURKC_Aurkc"
"12468","ZIK1","Zik1","ZIK1_Zik1"
"12469","ZNF551","Zfp551","ZNF551_Zfp551"
"12470","C19orf18","2900092C05Rik","C19orf18_2900092C05Rik"
"12471","ZNF606","Zfp606","ZNF606_Zfp606"
"12472","ZSCAN18","Zscan18","ZSCAN18_Zscan18"
"12473","ZNF329","Zfp329","ZNF329_Zfp329"
"12474","ZNF8","Zfp128","ZNF8_Zfp128"
"12475","ZSCAN22","Zscan22","ZSCAN22_Zscan22"
"12476","A1BG","A1bg","A1BG_A1bg"
"12477","ZNF446","Zfp446","ZNF446_Zfp446"
"12478","SLC27A5","Slc27a5","SLC27A5_Slc27a5"
"12479","ZBTB45","Zbtb45","ZBTB45_Zbtb45"
"12480","TRIM28","Trim28","TRIM28_Trim28"
"12481","CHMP2A","Chmp2a","CHMP2A_Chmp2a"
"12482","UBE2M","Ube2m","UBE2M_Ube2m"
"12483","MZF1","Mzf1","MZF1_Mzf1"
"12484","C20orf96","6820408C15Rik","C20orf96_6820408C15Rik"
"12485","ZCCHC3","Zcchc3","ZCCHC3_Zcchc3"
"12486","SOX12","Sox12","SOX12_Sox12"
"12487","NRSN2","Nrsn2","NRSN2_Nrsn2"
"12488","TRIB3","Trib3","TRIB3_Trib3"
"12489","RBCK1","Rbck1","RBCK1_Rbck1"
"12490","TBC1D20","Tbc1d20","TBC1D20_Tbc1d20"
"12491","CSNK2A1","Csnk2a1","CSNK2A1_Csnk2a1"
"12492","TCF15","Tcf15","TCF15_Tcf15"
"12493","SRXN1","Srxn1","SRXN1_Srxn1"
"12494","SLC52A3","Slc52a3","SLC52A3_Slc52a3"
"12495","FAM110A","Fam110a","FAM110A_Fam110a"
"12496","ANGPT4","Angpt4","ANGPT4_Angpt4"
"12497","RSPO4","Rspo4","RSPO4_Rspo4"
"12498","PSMF1","Psmf1","PSMF1_Psmf1"
"12499","TMEM74B","Tmem74b","TMEM74B_Tmem74b"
"12500","C20orf202","Tmem74bos","C20orf202_Tmem74bos"
"12501","SNPH","Snph","SNPH_Snph"
"12502","SDCBP2","Sdcbp2","SDCBP2_Sdcbp2"
"12503","NSFL1C","Nsfl1c","NSFL1C_Nsfl1c"
"12504","STK35","Stk35","STK35_Stk35"
"12505","TGM3","Tgm3","TGM3_Tgm3"
"12506","SNRPB","Snrpb","SNRPB_Snrpb"
"12507","NOP56","Nop56","NOP56_Nop56"
"12508","IDH3B","Idh3b","IDH3B_Idh3b"
"12509","EBF4","Ebf4","EBF4_Ebf4"
"12510","CPXM1","Cpxm1","CPXM1_Cpxm1"
"12511","PCED1A","Pced1a","PCED1A_Pced1a"
"12512","VPS16","Vps16","VPS16_Vps16"
"12513","PTPRA","Ptpra","PTPRA_Ptpra"
"12514","MRPS26","Mrps26","MRPS26_Mrps26"
"12515","OXT","Oxt","OXT_Oxt"
"12516","UBOX5","Ubox5","UBOX5_Ubox5"
"12517","FASTKD5","Fastkd5","FASTKD5_Fastkd5"
"12518","LZTS3","Lzts3","LZTS3_Lzts3"
"12519","DDRGK1","Ddrgk1","DDRGK1_Ddrgk1"
"12520","ITPA","Itpa","ITPA_Itpa"
"12521","SLC4A11","Slc4a11","SLC4A11_Slc4a11"
"12522","ATRN","Atrn","ATRN_Atrn"
"12523","ADAM33","Adam33","ADAM33_Adam33"
"12524","SIGLEC1","Siglec1","SIGLEC1_Siglec1"
"12525","HSPA12B","Hspa12b","HSPA12B_Hspa12b"
"12526","C20orf27","1700037H04Rik","C20orf27_1700037H04Rik"
"12527","SPEF1","Spef1","SPEF1_Spef1"
"12528","CENPB","Cenpb","CENPB_Cenpb"
"12529","CDC25B","Cdc25b","CDC25B_Cdc25b"
"12530","AP5S1","Ap5s1","AP5S1_Ap5s1"
"12531","MAVS","Mavs","MAVS_Mavs"
"12532","PANK2","Pank2","PANK2_Pank2"
"12533","RNF24","Rnf24","RNF24_Rnf24"
"12534","SMOX","Smox","SMOX_Smox"
"12535","ADRA1D","Adra1d","ADRA1D_Adra1d"
"12536","PRNP","Prnp","PRNP_Prnp"
"12537","RASSF2","Rassf2","RASSF2_Rassf2"
"12538","SLC23A2","Slc23a2","SLC23A2_Slc23a2"
"12539","TMEM230","Tmem230","TMEM230_Tmem230"
"12540","PCNA","Pcna","PCNA_Pcna"
"12541","CDS2","Cds2","CDS2_Cds2"
"12542","GPCPD1","Gpcpd1","GPCPD1_Gpcpd1"
"12543","SHLD1","Shld1","SHLD1_Shld1"
"12544","CHGB","Chgb","CHGB_Chgb"
"12545","TRMT6","Trmt6","TRMT6_Trmt6"
"12546","MCM8","Mcm8","MCM8_Mcm8"
"12547","CRLS1","Crls1","CRLS1_Crls1"
"12548","LRRN4","Lrrn4","LRRN4_Lrrn4"
"12549","FERMT1","Fermt1","FERMT1_Fermt1"
"12550","BMP2","Bmp2","BMP2_Bmp2"
"12551","TMX4","Tmx4","TMX4_Tmx4"
"12552","PLCB1","Plcb1","PLCB1_Plcb1"
"12553","PLCB4","Plcb4","PLCB4_Plcb4"
"12554","LAMP5","Lamp5","LAMP5_Lamp5"
"12555","ANKEF1","Ankef1","ANKEF1_Ankef1"
"12556","SNAP25","Snap25","SNAP25_Snap25"
"12557","SLX4IP","Slx4ip","SLX4IP_Slx4ip"
"12558","JAG1","Jag1","JAG1_Jag1"
"12559","BTBD3","Btbd3","BTBD3_Btbd3"
"12560","SPTLC3","Sptlc3","SPTLC3_Sptlc3"
"12561","ISM1","Ism1","ISM1_Ism1"
"12562","TASP1","Tasp1","TASP1_Tasp1"
"12563","ESF1","Esf1","ESF1_Esf1"
"12564","NDUFAF5","Ndufaf5","NDUFAF5_Ndufaf5"
"12565","MACROD2","Macrod2","MACROD2_Macrod2"
"12566","FLRT3","Flrt3","FLRT3_Flrt3"
"12567","SNRPB2","Snrpb2","SNRPB2_Snrpb2"
"12568","PCSK2","Pcsk2","PCSK2_Pcsk2"
"12569","BFSP1","Bfsp1","BFSP1_Bfsp1"
"12570","DSTN","Dstn","DSTN_Dstn"
"12571","RRBP1","Rrbp1","RRBP1_Rrbp1"
"12572","SNX5","Snx5","SNX5_Snx5"
"12573","OVOL2","Ovol2","OVOL2_Ovol2"
"12574","MGME1","Mgme1","MGME1_Mgme1"
"12575","PET117","Pet117","PET117_Pet117"
"12576","KAT14","Kat14","KAT14_Kat14"
"12577","DZANK1","Dzank1","DZANK1_Dzank1"
"12578","POLR3F","Polr3f","POLR3F_Polr3f"
"12579","RBBP9","Rbbp9","RBBP9_Rbbp9"
"12580","SEC23B","Sec23b","SEC23B_Sec23b"
"12581","SMIM26","Smim26","SMIM26_Smim26"
"12582","DTD1","Dtd1","DTD1_Dtd1"
"12583","SLC24A3","Slc24a3","SLC24A3_Slc24a3"
"12584","RIN2","Rin2","RIN2_Rin2"
"12585","NAA20","Naa20","NAA20_Naa20"
"12586","CRNKL1","Crnkl1","CRNKL1_Crnkl1"
"12587","CFAP61","Cfap61","CFAP61_Cfap61"
"12588","RALGAPA2","Ralgapa2","RALGAPA2_Ralgapa2"
"12589","KIZ","Kiz","KIZ_Kiz"
"12590","XRN2","Xrn2","XRN2_Xrn2"
"12591","FOXA2","Foxa2","FOXA2_Foxa2"
"12592","THBD","Thbd","THBD_Thbd"
"12593","CD93","Cd93","CD93_Cd93"
"12594","NXT1","Nxt1","NXT1_Nxt1"
"12595","GZF1","Gzf1","GZF1_Gzf1"
"12596","NAPB","Napb","NAPB_Napb"
"12597","SYNDIG1","Syndig1","SYNDIG1_Syndig1"
"12598","CST7","Cst7","CST7_Cst7"
"12599","APMAP","Apmap","APMAP_Apmap"
"12600","ACSS1","Acss1","ACSS1_Acss1"
