"symbol_mm","symbol_hs"
"Prdm4","PRDM4"
"Ascl4","ASCL4"
"Rtcb","RTCB"
"Bpifc","BPIFC"
"Fbxo7","FBXO7"
"Syn3","SYN3"
"Timp3","TIMP3"
"Hsp90b1","HSP90B1"
"Nt5dc3","NT5DC3"
"Stab2","STAB2"
"1700113H08Rik","C12orf42"
"Ascl1","ASCL1"
"Igf1","IGF1"
"Parpbp","PARPBP"
"Nup37","NUP37"
"Washc3","WASHC3"
"Dram1","DRAM1"
"Gnptab","GNPTAB"
"Chpt1","CHPT1"
"Spic","SPIC"
"Arl1","ARL1"
"Utp20","UTP20"
"Slc5a8","SLC5A8"
"Gas2l3","GAS2L3"
"Nr1h4","NR1H4"
"Slc17a8","SLC17A8"
"Scyl2","SCYL2"
"Actr6","ACTR6"
"Uhrf1bp1l","UHRF1BP1L"
"Anks1b","ANKS1B"
"Apaf1","APAF1"
"Ikbip","IKBIP"
"Slc25a3","SLC25A3"
"Tmpo","TMPO"
"Nedd1","NEDD1"
"Cfap54","CFAP54"
"Cdk17","CDK17"
"Elk3","ELK3"
"Lta4h","LTA4H"
"Hal","HAL"
"Ccdc38","CCDC38"
"Snrpf","SNRPF"
"Ntn4","NTN4"
"Metap2","METAP2"
"Vezt","VEZT"
"Fgd6","FGD6"
"Nr2c1","NR2C1"
"Ndufa12","NDUFA12"
"Tmcc3","TMCC3"
"Cep83","CEP83"
"Plxnc1","PLXNC1"
"Cradd","CRADD"
"Socs2","SOCS2"
"Mrpl42","MRPL42"
"Eea1","EEA1"
"Btg1","BTG1"
"Dcn","DCN"
"Lum","LUM"
"Atp2b1","ATP2B1"
"Poc1b","POC1B"
"Galnt4","GALNT4"
"Dusp6","DUSP6"
"Kitl","KITLG"
"Tmtc3","TMTC3"
"Cep290","CEP290"
"4930430F08Rik","C12orf29"
"Nts","NTS"
"Rassf9","RASSF9"
"Alx1","ALX1"
"Lrriq1","LRRIQ1"
"Slc6a15","SLC6A15"
"Tmtc2","TMTC2"
"Mettl25","METTL25"
"Ccdc59","CCDC59"
"Ppfia2","PPFIA2"
"Acss3","ACSS3"
"Ppp1r12a","PPP1R12A"
"Pawr","PAWR"
"Syt1","SYT1"
"Nav3","NAV3"
"E2f7","E2F7"
"Csrp2","CSRP2"
"Zdhhc17","ZDHHC17"
"Osbpl8","OSBPL8"
"Bbs10","BBS10"
"Nap1l1","NAP1L1"
"Phlda1","PHLDA1"
"Krr1","KRR1"
"Glipr1","GLIPR1"
"Caps2","CAPS2"
"Kcnc2","KCNC2"
"Atxn7l3b","ATXN7L3B"
"Tbc1d15","TBC1D15"
"Rab21","RAB21"
"Tmem19","TMEM19"
"Thap2","THAP2"
"Zfc3h1","ZFC3H1"
"Lgr5","LGR5"
"Tspan8","TSPAN8"
"Ptprr","PTPRR"
"Ptprb","PTPRB"
"Kcnmb4","KCNMB4"
"Cnot2","CNOT2"
"Rab3ip","RAB3IP"
"Lrrc10","LRRC10"
"Cct2","CCT2"
"Frs2","FRS2"
"Yeats4","YEATS4"
"Cpsf6","CPSF6"
"Cpm","CPM"
"Mdm2","MDM2"
"Slc35e3","SLC35E3"
"Nup107","NUP107"
"Rap1b","RAP1B"
"Mdm1","MDM1"
"Ifng","IFNG"
"Dyrk2","DYRK2"
"Cand1","CAND1"
"Grip1","GRIP1"
"Helb","HELB"
"Irak3","IRAK3"
"Tmbim4","TMBIM4"
"Llph","LLPH"
"Msrb3","MSRB3"
"Lemd3","LEMD3"
"Wif1","WIF1"
"Tbc1d30","TBC1D30"
"Gns","GNS"
"Rassf3","RASSF3"
"Tbk1","TBK1"
"Xpot","XPOT"
"D930020B18Rik","C12orf56"
"Srgap1","SRGAP1"
"Rxylt1","RXYLT1"
"Avpr1a","AVPR1A"
"Ppm1h","PPM1H"
"Mon2","MON2"
"Usp15","USP15"
"Slc16a7","SLC16A7"
"Lrig3","LRIG3"
"Atp23","ATP23"
"Ctdsp2","CTDSP2"
"Avil","AVIL"
"Tsfm","TSFM"
"Eef1akmt3","EEF1AKMT3"
"Mettl1","METTL1"
"Cdk4","CDK4"
"Tspan31","TSPAN31"
"Agap2","AGAP2"
"Os9","OS9"
"B4galnt1","B4GALNT1"
"Arhgef25","ARHGEF25"
"Dtx3","DTX3"
"Pip4k2c","PIP4K2C"
"Kif5a","KIF5A"
"Dctn2","DCTN2"
"Mbd6","MBD6"
"Ddit3","DDIT3"
"Arhgap9","ARHGAP9"
"Gli1","GLI1"
"R3hdm2","R3HDM2"
"Stac3","STAC3"
"Ndufa4l2","NDUFA4L2"
"Shmt2","SHMT2"
"Nxph4","NXPH4"
"Lrp1","LRP1"
"Stat6","STAT6"
"Nab2","NAB2"
"Nemp1","NEMP1"
"Myo1a","MYO1A"
"Zbtb39","ZBTB39"
"Gpr182","GPR182"
"Prim1","PRIM1"
"Naca","NACA"
"Ptges3","PTGES3"
"Atp5b","ATP5F1B"
"Baz2a","BAZ2A"
"Rbms2","RBMS2"
"Gls2","GLS2"
"Spryd4","SPRYD4"
"Timeless","TIMELESS"
"Stat2","STAT2"
"Il23a","IL23A"
"Pan2","PAN2"
"Cnpy2","CNPY2"
"Cs","CS"
"Coq10a","COQ10A"
"Ankrd52","ANKRD52"
"Nabp2","NABP2"
"Rnf41","RNF41"
"Smarcc2","SMARCC2"
"Myl6","MYL6"
"Myl6b","MYL6B"
"Esyt1","ESYT1"
"Zc3h10","ZC3H10"
"Pa2g4","PA2G4"
"Erbb3","ERBB3"
"Ikzf4","IKZF4"
"Suox","SUOX"
"Rab5b","RAB5B"
"Cdk2","CDK2"
"Pmel","PMEL"
"Dgka","DGKA"
"Pym1","PYM1"
"Mmp19","MMP19"
"Dnajc14","DNAJC14"
"Sarnp","SARNP"
"Ormdl2","ORMDL2"
"Gdf11","GDF11"
"Cd63","CD63"
"Rdh5","RDH5"
"Bloc1s1","BLOC1S1"
"Itga7","ITGA7"
"Tespa1","TESPA1"
"Sfi1","SFI1"
"Drg1","DRG1"
"Eif4enif1","EIF4ENIF1"
"Patz1","PATZ1"
"Pik3ip1","PIK3IP1"
"Limk2","LIMK2"
"Rnf185","RNF185"
"Pla2g3","PLA2G3"
"Inpp5j","INPP5J"
"Selenom","SELENOM"
"Smtn","SMTN"
"Tug1","TUG1"
"Morc2a","MORC2"
"Osbp2","OSBP2"
"4921536K21Rik","C5orf52"
"Dusp18","DUSP18"
"Slc35e4","SLC35E4"
"Tcn2","TCN2"
"Pes1","PES1"
"Gal3st1","GAL3ST1"
"Sec14l4","SEC14L4"
"Sec14l3","SEC14L3"
"Mtfp1","MTFP1"
"Sec14l2","SEC14L2"
"Rnf215","RNF215"
"Ccdc157","CCDC157"
"Sf3a1","SF3A1"
"Tbc1d10a","TBC1D10A"
"Castor1","CASTOR1"
"Osm","OSM"
"Lif","LIF"
"Mtmr3","MTMR3"
"Ascc2","ASCC2"
"Uqcr10","UQCR10"
"Zmat5","ZMAT5"
"Nf2","NF2"
"Nipsnap1","NIPSNAP1"
"Thoc5","THOC5"
"Nefh","NEFH"
"Ap1b1","AP1B1"
"Gas2l1","GAS2L1"
"Rasl10a","RASL10A"
"Ewsr1","EWSR1"
"Rhbdd3","RHBDD3"
"Emid1","EMID1"
"Kremen1","KREMEN1"
"Znrf3","ZNRF3"
"Xbp1","XBP1"
"Ccdc117","CCDC117"
"Mrps24","MRPS24"
"Urgcp","URGCP"
"Dbnl","DBNL"
"Pgam2","PGAM2"
"Polm","POLM"
"Aebp1","AEBP1"
"Pold2","POLD2"
"Myl7","MYL7"
"Gck","GCK"
"Ykt6","YKT6"
"Camk2b","CAMK2B"
"Nudcd3","NUDCD3"
"Ddx56","DDX56"
"Tmed4","TMED4"
"Ogdh","OGDH"
"Zmiz2","ZMIZ2"
"Purb","PURB"
"Myo1g","MYO1G"
"Ccm2","CCM2"
"Nacad","NACAD"
"Tbrg4","TBRG4"
"Ramp3","RAMP3"
"Adcy1","ADCY1"
"Igfbp3","IGFBP3"
"Tns3","TNS3"
"Hus1","HUS1"
"Gm11992","C7orf57"
"Upp1","UPP1"
"Vwc2","VWC2"
"Zpbp","ZPBP"
"Ikzf1","IKZF1"
"Fignl1","FIGNL1"
"Ddc","DDC"
"Grb10","GRB10"
"Cobl","COBL"
"Vstm2a","VSTM2A"
"Sec61g","SEC61G"
"Egfr","EGFR"
"Plek","PLEK"
"Cnrip1","CNRIP1"
"Ppp3r1","PPP3R1"
"Pno1","PNO1"
"C1d","C1D"
"Etaa1","ETAA1"
"Meis1","MEIS1"
"Spred2","SPRED2"
"Actr2","ACTR2"
"Rab1a","RAB1A"
"Cep68","CEP68"
"Slc1a4","SLC1A4"
"Sertad2","SERTAD2"
"Aftph","AFTPH"
"Lgalsl","LGALSL"
"Peli1","PELI1"
"Vps54","VPS54"
"Ugp2","UGP2"
"Mdh1","MDH1"
"Wdpcp","WDPCP"
"Otx1","OTX1"
"Ehbp1","EHBP1"
"Tmem17","TMEM17"
"B3gnt2","B3GNT2"
"Commd1","COMMD1"
"Zrsr1","ZRSR2"
"Cct4","CCT4"
"Fam161a","FAM161A"
"Xpo1","XPO1"
"Usp34","USP34"
"Pex13","PEX13"
"Pus10","PUS10"
"Rel","REL"
"Papolg","PAPOLG"
"Bcl11a","BCL11A"
"Fancl","FANCL"
"Vrk2","VRK2"
"Ccdc85a","CCDC85A"
"Efemp1","EFEMP1"
"Pnpt1","PNPT1"
"Ppp4r3b","PPP4R3B"
"Cfap36","CFAP36"
"Ccdc88a","CCDC88A"
"Mtif2","MTIF2"
"Clhc1","CLHC1"
"Rtn4","RTN4"
"Eml6","EML6"
"Sptbn1","SPTBN1"
"Acyp2","ACYP2"
"Psme4","PSME4"
"Asb3","ASB3"
"Erlec1","ERLEC1"
"Chac2","CHAC2"
"Stc2","STC2"
"Cpeb4","CPEB4"
"Nsg2","NSG2"
"Il9r","IL9R"
"Snrnp25","SNRNP25"
"Rhbdf1","RHBDF1"
"Nprl3","NPRL3"
"Mpg","MPG"
"Sh3pxd2b","SH3PXD2B"
"Ubtd2","UBTD2"
"Efcab9","EFCAB9"
"Stk10","STK10"
"Fbxw11","FBXW11"
"Fgf18","FGF18"
"Npm1","NPM1"
"Ranbp17","RANBP17"
"Gabrp","GABRP"
"Kcnmb1","KCNMB1"
"Lcp2","LCP2"
"Dock2","DOCK2"
"Spdl1","SPDL1"
"Slit3","SLIT3"
"Pank3","PANK3"
"Rars","RARS1"
"Wwc1","WWC1"
"Tenm2","TENM2"
"Mat2b","MAT2B"
"Hmmr","HMMR"
"Nudcd2","NUDCD2"
"Ccng1","CCNG1"
"Atp10b","ATP10B"
"Slu7","SLU7"
"C1qtnf2","C1QTNF2"
"Ccnjl","CCNJL"
"Pwwp2a","PWWP2A"
"Ttc1","TTC1"
"Adra1b","ADRA1B"
"Ublcp1","UBLCP1"
"Rnf145","RNF145"
"Ebf1","EBF1"
"Clint1","CLINT1"
"Lsm11","LSM11"
"Thg1l","THG1L"
"Nipal4","NIPAL4"
"Cyfip2","CYFIP2"
"Itk","ITK"
"Med7","MED7"
"Havcr2","HAVCR2"
"Havcr1","HAVCR1"
"Timd4","TIMD4"
"Sgcd","SGCD"
"Rack1","RACK1"
"Trim41","TRIM52"
"Trim7","TRIM7"
"Btnl9","BTNL9"
"Zfp62","ZFP62"
"Mgat1","MGAT1"
"Flt4","FLT4"
"Scgb3a1","SCGB3A1"
"Cnot6","CNOT6"
"Gfpt2","GFPT2"
"Mapk9","MAPK9"
"Rasgef1c","RASGEF1C"
"Rnf130","RNF130"
"Tbc1d9b","TBC1D9B"
"Mrnip","MRNIP"
"Sqstm1","SQSTM1"
"Mgat4b","MGAT4B"
"Maml1","MAML1"
"Canx","CANX"
"Hnrnph1","HNRNPH1"
"Rufy1","RUFY1"
"Adamts2","ADAMTS2"
"Zfp354c","ZNF354C"
"Zfp879","ZNF879"
"Grm6","GRM6"
"Zfp454","ZNF454"
"Zfp2","ZFP2"
"Zfp354b","ZNF354B"
"Zfp354a","ZNF354A"
"BC049762","MSANTD5"
"Clk4","CLK4"
"Col23a1","COL23A1"
"Phykpl","PHYKPL"
"Hnrnpab","HNRNPAB"
"Nhp2","NHP2"
"Rmnd5b","RMND5B"
"N4bp3","N4BP3"
"Sec24a","SEC24A"
"Sar1b","SAR1B"
"Jade2","JADE2"
"Cdkn2aipnl","CDKN2AIPNL"
"Ube2b","UBE2B"
"Cdkl3","CDKL3"
"Ppp2ca","PPP2CA"
"Tcf7","TCF7"
"Vdac1","VDAC1"
"9530068E07Rik","C5orf15"
"Fstl4","FSTL4"
"Hspa4","HSPA4"
"Zcchc10","ZCCHC10"
"Aff4","AFF4"
"Uqcrq","UQCRQ"
"Gdf9","GDF9"
"Shroom1","SHROOM1"
"Sowaha","SOWAHA"
"Kif3a","KIF3A"
"Il4","IL4"
"Rad50","RAD50"
"Irf1","IRF1"
"Slc22a4","SLC22A4"
"Pdlim4","PDLIM4"
"P4ha2","P4HA2"
"Csf2","CSF2"
"Acsl6","ACSL6"
"Fnip1","FNIP1"
"Rapgef6","RAPGEF6"
"Cdc42se2","CDC42SE2"
"Lyrm7","LYRM7"
"Hint1","HINT1"
"Gpx3","GPX3"
"Tnip1","TNIP1"
"Anxa6","ANXA6"
"Ccdc69","CCDC69"
"Gm2a","GM2A"
"Slc36a2","SLC36A2"
"Slc36a1","SLC36A1"
"Fat2","FAT2"
"Sparc","SPARC"
"Atox1","ATOX1"
"G3bp1","G3BP1"
"Gria1","GRIA1"
"Fam114a2","FAM114A2"
"Mfap3","MFAP3"
"Galnt10","GALNT10"
"Sap30l","SAP30L"
"Larp1","LARP1"
"Cnot8","CNOT8"
"Gemin5","GEMIN5"
"Mrpl22","MRPL22"
"Zfp692","ZNF692"
"Zfp672","ZNF672"
"Sh3bp5l","SH3BP5L"
"Fam183b","FAM183A"
"Zfp39","ZNF570"
"Trim17","TRIM17"
"Trim11","TRIM11"
"Obscn","OBSCN"
"Iba57","IBA57"
"Gjc2","GJC2"
"Guk1","GUK1"
"Mrpl55","MRPL55"
"2310033P09Rik","C1orf35"
"Arf1","ARF1"
"Wnt3a","WNT3A"
"Wnt9a","WNT9A"
"Snap47","SNAP47"
"Jmjd4","JMJD4"
"Zfp867","ZNF101"
"Zkscan17","ZNF496"
"Nlrp3","NLRP3"
"Mprip","MPRIP"
"Pld6","PLD6"
"Flcn","FLCN"
"Cops3","COPS3"
"Nt5m","NT5M"
"Med9","MED9"
"Rasd1","RASD1"
"Pemt","PEMT"
"Rai1","RAI1"
"Srebf1","SREBF1"
"Tom1l2","TOM1L2"
"Drc3","DRC3"
"Atpaf2","ATPAF2"
"Gid4","GID4"
"Drg2","DRG2"
"Myo15","MYO15A"
"Alkbh5","ALKBH5"
"Llgl1","LLGL1"
"Flii","FLII"
"Mief2","MIEF2"
"Top3a","TOP3A"
"Smcr8","SMCR8"
"Shmt1","SHMT1"
"Dhrs7b","DHRS7B"
"Tmem11","TMEM11"
"Natd1","NATD1"
"Map2k3","MAP2K3"
"Tnfrsf13b","TNFRSF13B"
"Usp22","USP22"
"Aldh3a1","ALDH3A1"
"Aldh3a2","ALDH3A2"
"Slc47a1","SLC47A1"
"Rnf112","RNF112"
"Mfap4","MFAP4"
"Mapk7","MAPK7"
"B9d1","B9D1"
"Epn2","EPN2"
"Fam83g","FAM83G"
"Prpsap2","PRPSAP2"
"Ulk2","ULK2"
"Akap10","AKAP10"
"Specc1","SPECC1"
"Adora2b","ADORA2B"
"Zswim7","ZSWIM7"
"Ttc19","TTC19"
"Ncor1","NCOR1"
"Pigl","PIGL"
"Cenpv","CENPV"
"Ubb","UBB"
"Trpv2","TRPV2"
"Lrrc75a","LRRC75A"
"Zfp287","ZNF287"
"Zfp286","ZNF286A"
"Trim16","TRIM16"
"Tekt3","TEKT3"
"Pmp22","PMP22"
"Hs3st3b1","HS3ST3B1"
"Cox10","COX10"
"Hs3st3a1","HS3ST3A1"
"Elac2","ELAC2"
"Arhgap44","ARHGAP44"
"Myocd","MYOCD"
"Map2k4","MAP2K4"
"Zkscan6","ZNF18"
"Dnah9","DNAH9"
"Shisa6","SHISA6"
"Tmem220","TMEM220"
"Adprm","ADPRM"
"Sco1","SCO1"
"Myh1","MYH1"
"Myh13","MYH13"
"Gas7","GAS7"
"Dhrs7c","DHRS7C"
"Usp43","USP43"
"Cfap52","CFAP52"
"Stx8","STX8"
"Ntn1","NTN1"
"Pik3r5","PIK3R5"
"Pik3r6","PIK3R6"
"Mfsd6l","MFSD6L"
"Ccdc42","CCDC42"
"Myh10","MYH10"
"Ndel1","NDEL1"
"Arhgef15","ARHGEF15"
"Slc25a35","SLC25A35"
"Rangrf","RANGRF"
"Pfas","PFAS"
"Ctc1","CTC1"
"Aurkb","AURKB"
"Borcs6","BORCS6"
"Tmem107","TMEM107"
"Vamp2","VAMP2"
"Per1","PER1"
"Hes7","HES7"
"Aloxe3","ALOXE3"
"Cntrob","CNTROB"
"Trappc1","TRAPPC1"
"Kcnab3","KCNAB3"
"Rnf227","RNF227"
"Chd3","CHD3"
"Cyb5d1","CYB5D1"
"Naa38","NAA38"
"Tmem88","TMEM88"
"Kdm6b","KDM6B"
"Dnah2","DNAH2"
"Efnb3","EFNB3"
"Wrap53","WRAP53"
"Trp53","TP53"
"Atp1b2","ATP1B2"
"Sat2","SAT2"
"Fxr2","FXR2"
"Mpdu1","MPDU1"
"Eif4a1","EIF4A1"
"Senp3","SENP3"
"Tnfsf13","TNFSF13"
"Tnfsf12","TNFSF12"
"Polr2a","POLR2A"
"Zbtb4","ZBTB4"
"Chrnb1","CHRNB1"
"Fgf11","FGF11"
"Tmem102","TMEM102"
"Spem1","SPEM1"
"Nlgn2","NLGN2"
"Tmem256","TMEM256"
"Plscr3","PLSCR3"
"Tnk1","TNK1"
"Tmem95","TMEM95"
"Kctd11","KCTD11"
"Acap1","ACAP1"
"Neurl4","NEURL4"
"Gps2","GPS2"
"Ybx2","YBX2"
"Slc2a4","SLC2A4"
"Cldn7","CLDN7"
"Elp5","ELP5"
"Ctdnep1","CTDNEP1"
"Gabarap","GABARAP"
"Phf23","PHF23"
"Dvl2","DVL2"
"Acadvl","ACADVL"
"Dlg4","DLG4"
"Asgr1","ASGR1"
"Asgr2","ASGR2"
"Slc16a11","SLC16A11"
"Slc16a13","SLC16A13"
"Bcl6b","BCL6B"
"0610010K14Rik","C17orf49"
"Rnasek","RNASEK"
"Alox12","ALOX12"
"Alox15","ALOX15"
"Pelp1","PELP1"
"Arrb2","ARRB2"
"Med11","MED11"
"Cxcl16","CXCL16"
"Zmynd15","ZMYND15"
"Tm4sf5","TM4SF5"
"Vmo1","VMO1"
"Psmb6","PSMB6"
"Pld2","PLD2"
"Mink1","MINK1"
"Chrne","CHRNE"
"Slc25a11","SLC25A11"
"Rnf167","RNF167"
"Pfn1","PFN1"
"Eno3","ENO3"
"Spag7","SPAG7"
"Camta2","CAMTA2"
"Inca1","INCA1"
"Kif1c","KIF1C"
"Zfp3","ZFP3"
"Scimp","SCIMP"
"Rabep1","RABEP1"
"Nup88","NUP88"
"Rpain","RPAIN"
"C1qbp","C1QBP"
"Dhx33","DHX33"
"Derl2","DERL2"
"Mis12","MIS12"
"Nlrp1b","NLRP1"
"Wscd1","WSCD1"
"Aipl1","AIPL1"
"Pimreg","PIMREG"
"Pitpnm3","PITPNM3"
"4933427D14Rik","KIAA0753"
"Txndc17","TXNDC17"
"Med31","MED31"
"4930563E22Rik","C17orf100"
"Xaf1","XAF1"
"Tekt1","TEKT1"
"Smtnl2","SMTNL2"
"Ggt6","GGT6"
"Mybbp1a","MYBBP1A"
"Spns2","SPNS2"
"Spns3","SPNS3"
"Ube2g1","UBE2G1"
"Ankfy1","ANKFY1"
"Cyb5d2","CYB5D2"
"Zzef1","ZZEF1"
"Atp2a3","ATP2A3"
"P2rx1","P2RX1"
"Camkk1","CAMKK1"
"Ncbp3","NCBP3"
"Itgae","ITGAE"
"Haspin","HASPIN"
"P2rx5","P2RX5"
"Emc6","EMC6"
"Tax1bp3","TAX1BP3"
"Ctns","CTNS"
"Shpk","SHPK"
"Trpv3","TRPV3"
"Aspa","ASPA"
"Rap1gap2","RAP1GAP2"
"Ccdc92b","CCDC92B"
"Cluh","CLUH"
"Pafah1b1","PAFAH1B1"
"Mettl16","METTL16"
"Mnt","MNT"
"Sgsm2","SGSM2"
"Tsr1","TSR1"
"Srr","SRR"
"Smg6","SMG6"
"Hic1","HIC1"
"Ovca2","OVCA2"
"Rtn4rl1","RTN4RL1"
"Rpa1","RPA1"
"Smyd4","SMYD4"
"Serpinf1","SERPINF1"
"Serpinf2","SERPINF2"
"Wdr81","WDR81"
"Tlcd2","TLCD2"
"Prpf8","PRPF8"
"Rilp","RILP"
"Scarf1","SCARF1"
"Slc43a2","SLC43A2"
"Pitpna","PITPNA"
"Inpp5k","INPP5K"
"Myo1c","MYO1C"
"Crk","CRK"
"Ywhae","YWHAE"
"Doc2b","DOC2B"
"Rph3al","RPH3AL"
"1700016K19Rik","C17orf97"
"Rflnb","RFLNB"
"Vps53","VPS53"
"Glod4","GLOD4"
"Gemin4","GEMIN4"
"Mrm3","MRM3"
"Nxn","NXN"
"Timm22","TIMM22"
"Abr","ABR"
"Trarg1","TRARG1"
"Gosr1","GOSR1"
"Cpd","CPD"
"Tmigd1","TMIGD1"
"Blmh","BLMH"
"Slc6a4","SLC6A4"
"Nsrp1","NSRP1"
"Efcab5","EFCAB5"
"Ssh2","SSH2"
"Coro6","CORO6"
"Ankrd13b","ANKRD13B"
"Git1","GIT1"
"Trp53i13","TP53I13"
"Abhd15","ABHD15"
"Taok1","TAOK1"
"Nufip2","NUFIP2"
"Myo18a","MYO18A"
"Pipox","PIPOX"
"Sez6","SEZ6"
"Phf12","PHF12"
"Dhrs13","DHRS13"
"Flot2","FLOT2"
"Eral1","ERAL1"
"Fam222b","FAM222B"
"Traf4","TRAF4"
"Nek8","NEK8"
"Tlcd1","TLCD1"
"Rab34","RAB34"
"Proca1","PROCA1"
"Supt6","SUPT6H"
"Sdf2","SDF2"
"2610507B11Rik","KIAA0100"
"Rskr","RSKR"
"Spag5","SPAG5"
"Aldoc","ALDOC"
"Pigs","PIGS"
"Unc119","UNC119"
"Slc13a2","SLC13A2"
"Slc46a1","SLC46A1"
"Sarm1","SARM1"
"Vtn","VTN"
"Tmem199","TMEM199"
"Poldip2","POLDIP2"
"Tnfaip1","TNFAIP1"
"Ift20","IFT20"
"Tmem97","TMEM97"
"Nlk","NLK"
"Ccnq","CCNQ"
"Lyrm9","LYRM9"
"Nos2","NOS2"
"Ksr1","KSR1"
"Wsb1","WSB1"
"Nf1","NF1"
"Evi2","EVI2B"
"Evi2a","EVI2A"
"Rab11fip4","RAB11FIP4"
"Utp6","UTP6"
"Suz12","SUZ12"
"Crlf3","CRLF3"
"Atad5","ATAD5"
"Tefm","TEFM"
"Adap2","ADAP2"
"Rhot1","RHOT1"
"Rhbdl3","RHBDL3"
"5730455P16Rik","C17orf75"
"Zfp207","ZNF207"
"Psmd11","PSMD11"
"Cdk5r1","CDK5R1"
"Myo1d","MYO1D"
"Tmem98","TMEM98"
"Ccl2","CCL2"
"Ccl11","CCL11"
"Cct6b","CCT6B"
"Zfp830","ZNF830"
"Lig3","LIG3"
"Rffl","RFFL"
"Rad51d","RAD51D"
"Nle1","NLE1"
"Unc45b","UNC45B"
"Slfn5","SLFN5"
"Pex12","PEX12"
"Ap2b1","AP2B1"
"Rasl10b","RASL10B"
"Gas2l2","GAS2L2"
"1700020L24Rik","C17orf50"
"Mmp28","MMP28"
"Taf15","TAF15"
"Heatr6","HEATR6"
"Hnf1b","HNF1B"
"Ddx52","DDX52"
"Synrg","SYNRG"
"Dusp14","DUSP14"
"Tada2a","TADA2A"
"Acaca","ACACA"
"Aatf","AATF"
"Mrm1","MRM1"
"Dhrs11","DHRS11"
"Ggnbp2","GGNBP2"
"Pigw","PIGW"
"Myo19","MYO19"
"Znhit3","ZNHIT3"
"Car4","CA4"
"Appbp2","APPBP2"
"Ppm1d","PPM1D"
"Bcas3","BCAS3"
"Tbx2","TBX2"
"Tbx4","TBX4"
"Brip1","BRIP1"
"Ints2","INTS2"
"Med13","MED13"
"Rnft1","RNFT1"
"Tubd1","TUBD1"
"Vmp1","VMP1"
"Ptrh2","PTRH2"
"Cltc","CLTC"
"Dhx40","DHX40"
"Ypel2","YPEL2"
"Gdpd1","GDPD1"
"Smg8","SMG8"
"Prr11","PRR11"
"Ska2","SKA2"
"Trim37","TRIM37"
"Ppm1e","PPM1E"
"Rad51c","RAD51C"
"Tex14","TEX14"
"Mtmr4","MTMR4"
"Hsf5","HSF5"
"Rnf43","RNF43"
"Supt4a","SUPT4H1"
"Tspoap1","TSPOAP1"
"Mks1","MKS1"
"Dynll2","DYNLL2"
"Srsf1","SRSF1"
"Vezf1","VEZF1"
"Cuedc1","CUEDC1"
"Mrps23","MRPS23"
"Msi2","MSI2"
"Akap1","AKAP1"
"Scpep1","SCPEP1"
"Coil","COIL"
"Trim25","TRIM25"
"Dgke","DGKE"
"Gm525","C17orf67"
"Nog","NOG"
"Pctp","PCTP"
"Tmem100","TMEM100"
"Mmd","MMD"
"Hlf","HLF"
"Stxbp4","STXBP4"
"Cox11","COX11"
"Tom1l1","TOM1L1"
"Utp18","UTP18"
"Mbtd1","MBTD1"
"Nme2","NME2"
"Nme1","NME1"
"Spag9","SPAG9"
"Tob1","TOB1"
"Wfikkn2","WFIKKN2"
"Luc7l3","LUC7L3"
"Ankrd40","ANKRD40"
"Abcc3","ABCC3"
"Cacna1g","CACNA1G"
"Epn3","EPN3"
"Mycbpap","MYCBPAP"
"Rsad1","RSAD1"
"Acsf2","ACSF2"
"Chad","CHAD"
"Lrrc59","LRRC59"
"Eme1","EME1"
"Mrpl27","MRPL27"
"Xylt2","XYLT2"
"Col1a1","COL1A1"
"Sgca","SGCA"
"Ppp1r9b","PPP1R9B"
"Samd14","SAMD14"
"Pdk2","PDK2"
"Itga3","ITGA3"
"Kat7","KAT7"
"Fam117a","FAM117A"
"Slc35b1","SLC35B1"
"Spop","SPOP"
"Nxph3","NXPH3"
"Ngfr","NGFR"
"Phb","PHB1"
"Zfp652","ZNF652"
"Abi3","ABI3"
"Gngt2","GNGT2"
"Igf2bp1","IGF2BP1"
"Snf8","SNF8"
"Ube2z","UBE2Z"
"Calcoco2","CALCOCO2"
"Ttll6","TTLL6"
"Hoxb8","HOXB8"
"Hoxb7","HOXB7"
"Hoxb6","HOXB6"
"Hoxb5","HOXB5"
"Hoxb4","HOXB4"
"Hoxb3","HOXB3"
"Hoxb2","HOXB2"
"Skap1","SKAP1"
"Snx11","SNX11"
"Cbx1","CBX1"
"Nfe2l1","NFE2L1"
"Copz2","COPZ2"
"Cdk5rap3","CDK5RAP3"
"Prr15l","PRR15L"
"Pnpo","PNPO"
"Sp2","SP2"
"Sp6","SP6"
"Scrn2","SCRN2"
"Lrrc46","LRRC46"
"Mrpl10","MRPL10"
"Osbpl7","OSBPL7"
"Tbx21","TBX21"
"Tbkbp1","TBKBP1"
"Kpnb1","KPNB1"
"Npepps","NPEPPS"
"Mrpl45","MRPL45"
"Gpr179","GPR179"
"Socs7","SOCS7"
"Arhgap23","ARHGAP23"
"Srcin1","SRCIN1"
"Epop","EPOP"
"Mllt6","MLLT6"
"Cisd3","CISD3"
"Pcgf2","PCGF2"
"Psmb3","PSMB3"
"Pip4k2b","PIP4K2B"
"Cwc25","CWC25"
"Lasp1","LASP1"
"Plxdc1","PLXDC1"
"Arl5c","ARL5C"
"Cacnb1","CACNB1"
"Stac2","STAC2"
"Fbxl20","FBXL20"
"Med1","MED1"
"Cdk12","CDK12"
"Ppp1r1b","PPP1R1B"
"Stard3","STARD3"
"Tcap","TCAP"
